                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.3387,                 2.5144,                 1.2607,                  0.802,                 0.6023,                0.76382,                0.46524,                 1.3209,                 1.8068,                 1.2924,               0.070231,              0.0033077,              0.0033077
                      1,                 1.3377,                 1.1861,                 1.2549,                0.88817,                0.86697,                 0.9408,                0.57488,                 1.3099,                0.90365,                 1.3449,               0.040165,              0.0065753,              0.0065753
                      2,                 1.3296,                 1.0628,                 1.2591,                0.89079,                0.84471,                0.92645,                0.55848,                 1.3339,                 0.9031,                 1.3356,               0.010033,              0.0097769,              0.0097769
                      3,                 1.3402,                 1.0063,                 1.2732,                0.86672,                0.89039,                0.95496,                 0.5894,                 1.3128,                0.83463,                 1.3401,               0.009703,               0.009703,               0.009703
                      4,                   1.33,                0.91498,                 1.2765,                0.84731,                0.83742,                0.93075,                0.57262,                 1.3312,                0.81279,                 1.3433,               0.009703,               0.009703,               0.009703
                      5,                 1.3164,                0.85471,                 1.2646,                0.91975,                0.86727,                 0.9496,                0.59692,                 1.2952,                0.73857,                 1.3327,               0.009604,               0.009604,               0.009604
                      6,                 1.3054,                0.79998,                 1.2621,                0.87131,                0.90024,                0.92958,                0.58767,                  1.293,                0.69387,                 1.3268,               0.009505,               0.009505,               0.009505
                      7,                 1.2957,                0.75654,                  1.274,                0.91344,                0.87818,                0.95087,                 0.5835,                 1.3239,                0.68473,                 1.3515,               0.009406,               0.009406,               0.009406
                      8,                 1.2901,                0.74623,                 1.2654,                0.90625,                0.85541,                0.94521,                0.58221,                 1.3374,                0.67793,                 1.3584,               0.009307,               0.009307,               0.009307
                      9,                 1.2738,                0.70839,                  1.254,                0.90172,                 0.9188,                0.96253,                0.61585,                 1.2777,                0.64557,                  1.331,               0.009208,               0.009208,               0.009208
                     10,                 1.2646,                0.70056,                 1.2521,                0.91405,                0.88581,                 0.9556,                0.59936,                 1.3089,                0.66093,                  1.339,               0.009109,               0.009109,               0.009109
                     11,                  1.265,                0.67723,                 1.2652,                0.88344,                  0.919,                0.96637,                0.60468,                 1.3045,                0.61665,                 1.3522,                0.00901,                0.00901,                0.00901
                     12,                 1.2721,                0.67048,                 1.2699,                0.92662,                0.91894,                0.96827,                0.60791,                 1.2825,                0.59445,                 1.3332,               0.008911,               0.008911,               0.008911
                     13,                 1.2676,                0.65899,                 1.2526,                0.91847,                0.93382,                0.96552,                0.62231,                 1.2793,                0.57566,                 1.3244,               0.008812,               0.008812,               0.008812
                     14,                 1.2485,                0.64757,                 1.2531,                 0.9401,                  0.903,                0.97013,                0.62478,                 1.2608,                0.58224,                 1.3156,               0.008713,               0.008713,               0.008713
                     15,                 1.2493,                0.63574,                 1.2529,                0.92537,                0.91707,                0.96583,                0.60904,                 1.2992,                0.59274,                 1.3433,               0.008614,               0.008614,               0.008614
                     16,                 1.2442,                 0.6327,                 1.2432,                0.94168,                0.90183,                0.97004,                0.62288,                 1.2728,                0.58762,                 1.3309,               0.008515,               0.008515,               0.008515
                     17,                 1.2322,                0.60686,                 1.2414,                0.95127,                0.88182,                  0.967,                0.62297,                 1.2707,                0.58846,                 1.3238,               0.008416,               0.008416,               0.008416
                     18,                 1.2235,                0.60327,                 1.2356,                0.91794,                 0.9013,                 0.9635,                0.60973,                 1.2886,                0.58601,                 1.3387,               0.008317,               0.008317,               0.008317
                     19,                 1.2342,                0.59755,                 1.2401,                0.92913,                0.92676,                0.97069,                 0.6261,                 1.2756,                0.57165,                 1.3212,               0.008218,               0.008218,               0.008218
                     20,                 1.2113,                0.58592,                 1.2317,                0.91328,                0.92484,                0.96623,                0.61831,                 1.2803,                0.55235,                 1.3238,               0.008119,               0.008119,               0.008119
                     21,                 1.2167,                0.58238,                 1.2353,                0.94785,                0.90768,                0.97486,                0.62845,                 1.2729,                0.55498,                 1.3228,                0.00802,                0.00802,                0.00802
                     22,                 1.2139,                0.58304,                 1.2378,                0.92943,                0.88735,                0.95517,                 0.6173,                 1.2935,                0.59374,                 1.3352,               0.007921,               0.007921,               0.007921
                     23,                 1.2058,                0.57617,                 1.2307,                0.93737,                0.91818,                 0.9707,                0.61627,                  1.284,                0.55849,                 1.3404,               0.007822,               0.007822,               0.007822
                     24,                 1.2018,                0.57455,                  1.237,                0.93978,                0.92183,                0.96603,                0.61256,                 1.3173,                0.55649,                 1.3505,               0.007723,               0.007723,               0.007723
                     25,                 1.1868,                0.56282,                 1.2236,                0.93575,                0.92537,                0.97408,                 0.6243,                 1.2873,                0.53532,                 1.3315,               0.007624,               0.007624,               0.007624
                     26,                 1.1929,                0.55751,                 1.2276,                0.94079,                0.91994,                0.97243,                 0.6339,                 1.2676,                0.54052,                 1.3217,               0.007525,               0.007525,               0.007525
                     27,                 1.1925,                0.56016,                 1.2156,                0.93435,                0.91219,                0.97221,                0.62375,                 1.2712,                0.53844,                 1.3299,               0.007426,               0.007426,               0.007426
                     28,                 1.1741,                0.54343,                 1.2139,                0.94992,                0.91749,                0.96843,                0.62209,                   1.28,                0.55634,                 1.3379,               0.007327,               0.007327,               0.007327
                     29,                 1.1726,                 0.5452,                 1.2087,                0.93502,                0.91783,                0.97145,                0.63475,                 1.2589,                0.52824,                 1.3084,               0.007228,               0.007228,               0.007228
                     30,                 1.1637,                0.53627,                 1.2045,                0.95073,                0.91514,                0.97169,                0.62769,                 1.2859,                0.52388,                 1.3297,               0.007129,               0.007129,               0.007129
                     31,                 1.1587,                0.53464,                 1.2091,                0.92102,                0.91627,                0.96392,                 0.6247,                 1.2812,                 0.5449,                 1.3409,                0.00703,                0.00703,                0.00703
                     32,                  1.161,                0.53551,                 1.2092,                0.95626,                0.91295,                0.97311,                0.63661,                 1.2843,                0.52689,                 1.3397,               0.006931,               0.006931,               0.006931
                     33,                  1.169,                0.53546,                 1.2104,                0.94808,                0.89713,                0.97268,                0.63163,                 1.2691,                 0.5368,                 1.3272,               0.006832,               0.006832,               0.006832
                     34,                 1.1404,                0.52144,                 1.2002,                0.92626,                0.92232,                0.96992,                 0.6291,                 1.2809,                 0.5385,                 1.3483,               0.006733,               0.006733,               0.006733
                     35,                  1.141,                0.51774,                 1.2032,                 0.9281,                0.93428,                 0.9739,                 0.6312,                 1.2711,                0.52989,                 1.3368,               0.006634,               0.006634,               0.006634
                     36,                 1.1315,                0.51099,                 1.1935,                0.94533,                0.92342,                0.97373,                0.63074,                 1.2807,                 0.5121,                 1.3374,               0.006535,               0.006535,               0.006535
                     37,                 1.1353,                0.51689,                  1.195,                0.93737,                0.93911,                0.97223,                0.63045,                 1.2815,                0.51955,                  1.331,               0.006436,               0.006436,               0.006436
                     38,                 1.1205,                0.50695,                 1.1809,                0.95747,                 0.9067,                0.97147,                0.63084,                 1.2782,                0.52426,                 1.3362,               0.006337,               0.006337,               0.006337
                     39,                 1.1284,                0.50315,                 1.1885,                0.94782,                0.91521,                0.97187,                0.62719,                 1.2803,                0.51301,                 1.3429,               0.006238,               0.006238,               0.006238
                     40,                 1.1064,                0.49924,                  1.173,                0.93621,                0.93455,                0.97414,                0.63539,                 1.2462,                0.50168,                 1.3151,               0.006139,               0.006139,               0.006139
                     41,                 1.1178,                0.50389,                 1.1761,                0.94995,                0.92751,                0.97392,                0.63586,                 1.2904,                0.51753,                 1.3411,                0.00604,                0.00604,                0.00604
                     42,                 1.1024,                0.49041,                 1.1712,                0.94827,                0.92877,                0.97569,                0.63255,                 1.2878,                0.51562,                 1.3442,               0.005941,               0.005941,               0.005941
                     43,                 1.0853,                 0.4802,                 1.1738,                 0.9447,                0.92346,                 0.9718,                0.62302,                 1.2789,                0.51058,                 1.3453,               0.005842,               0.005842,               0.005842
                     44,                 1.0903,                0.47985,                 1.1732,                0.94172,                0.93318,                0.97544,                0.63873,                 1.2875,                0.51027,                 1.3378,               0.005743,               0.005743,               0.005743
                     45,                 1.0875,                0.48641,                 1.1565,                0.94007,                0.92043,                0.97272,                0.62431,                 1.3027,                 0.5189,                 1.3538,               0.005644,               0.005644,               0.005644
                     46,                 1.0816,                0.47408,                 1.1572,                0.94033,                0.93514,                0.97408,                0.63816,                 1.2881,                0.51167,                 1.3495,               0.005545,               0.005545,               0.005545
                     47,                 1.0757,                 0.4682,                  1.158,                0.94295,                 0.9318,                0.97045,                0.63626,                 1.2758,                0.50969,                  1.347,               0.005446,               0.005446,               0.005446
                     48,                 1.0638,                0.45761,                 1.1505,                 0.9297,                0.94607,                0.97565,                0.63449,                 1.2845,                0.49667,                 1.3377,               0.005347,               0.005347,               0.005347
                     49,                 1.0703,                0.47208,                 1.1486,                0.93837,                0.94404,                0.97447,                0.63571,                 1.2914,                0.50593,                 1.3425,               0.005248,               0.005248,               0.005248
                     50,                 1.0522,                0.45979,                 1.1456,                0.93509,                0.94402,                0.97757,                0.62638,                 1.3056,                0.49832,                 1.3533,               0.005149,               0.005149,               0.005149
                     51,                 1.0467,                0.45802,                 1.1451,                0.93649,                0.93471,                0.97376,                0.63561,                 1.2917,                0.50009,                 1.3466,                0.00505,                0.00505,                0.00505
                     52,                 1.0434,                0.45015,                 1.1414,                 0.9213,                0.93896,                0.97184,                0.63401,                 1.2949,                0.50726,                 1.3551,               0.004951,               0.004951,               0.004951
                     53,                 1.0448,                0.45199,                 1.1435,                0.94533,                0.92536,                0.97572,                  0.641,                 1.2901,                0.49922,                 1.3485,               0.004852,               0.004852,               0.004852
                     54,                 1.0273,                0.44578,                 1.1288,                0.94575,                0.91907,                0.97265,                0.63374,                 1.2861,                 0.4964,                 1.3463,               0.004753,               0.004753,               0.004753
                     55,                 1.0329,                0.44388,                  1.131,                0.94959,                0.92517,                0.96837,                0.63498,                 1.2944,                0.50317,                 1.3556,               0.004654,               0.004654,               0.004654
                     56,                 1.0077,                 0.4335,                 1.1178,                0.93862,                0.93432,                0.97025,                0.63415,                 1.2977,                0.50254,                 1.3595,               0.004555,               0.004555,               0.004555
                     57,                 1.0143,                0.43836,                 1.1277,                0.94604,                 0.9295,                0.97087,                0.63169,                 1.3065,                0.50962,                 1.3645,               0.004456,               0.004456,               0.004456
                     58,                 1.0109,                0.43467,                 1.1299,                0.94625,                0.91789,                0.96895,                0.62976,                 1.3051,                0.50795,                 1.3635,               0.004357,               0.004357,               0.004357
                     59,                0.99387,                0.43101,                 1.1166,                0.93893,                0.94547,                0.97503,                0.64138,                 1.2942,                0.50317,                 1.3592,               0.004258,               0.004258,               0.004258
                     60,                0.99439,                 0.4262,                 1.1136,                0.94845,                0.93466,                 0.9718,                0.62825,                 1.3084,                0.50275,                 1.3745,               0.004159,               0.004159,               0.004159
                     61,                0.99223,                0.42968,                 1.1204,                0.94493,                0.93363,                0.97554,                0.63374,                 1.2937,                0.48969,                 1.3662,                0.00406,                0.00406,                0.00406
                     62,                0.97885,                0.42855,                 1.1123,                0.94357,                0.93118,                0.97199,                0.62591,                 1.2974,                0.50319,                  1.376,               0.003961,               0.003961,               0.003961
                     63,                0.98101,                 0.4193,                 1.1067,                0.93907,                0.92965,                 0.9691,                0.63089,                 1.3105,                0.50861,                 1.3788,               0.003862,               0.003862,               0.003862
                     64,                  0.977,                0.42192,                 1.1086,                0.93838,                0.93384,                0.96784,                0.62176,                 1.3146,                0.49988,                 1.3813,               0.003763,               0.003763,               0.003763
                     65,                0.95266,                0.40945,                 1.0948,                 0.9387,                0.93267,                0.96934,                0.62147,                 1.3079,                0.50167,                 1.3732,               0.003664,               0.003664,               0.003664
                     66,                0.96011,                0.41615,                 1.0987,                0.94347,                0.93914,                 0.9704,                0.63702,                 1.3028,                0.49192,                 1.3776,               0.003565,               0.003565,               0.003565
                     67,                0.95905,                0.40768,                 1.1003,                0.94739,                0.93509,                0.97347,                0.62688,                 1.3063,                 0.4878,                 1.3815,               0.003466,               0.003466,               0.003466
                     68,                0.94675,                 0.4055,                 1.0934,                0.95199,                0.93528,                0.97055,                0.62962,                 1.3174,                0.49585,                 1.3918,               0.003367,               0.003367,               0.003367
                     69,                0.94269,                 0.4037,                 1.0829,                0.94811,                0.93463,                 0.9746,                 0.6224,                 1.3265,                0.50003,                 1.3886,               0.003268,               0.003268,               0.003268
                     70,                0.92754,                0.39885,                 1.0869,                0.95146,                0.92642,                0.97328,                0.63442,                 1.3042,                0.48493,                 1.3813,               0.003169,               0.003169,               0.003169
                     71,                0.91881,                0.39366,                 1.0792,                0.94346,                0.93216,                0.97397,                0.62756,                 1.3172,                0.48544,                 1.3911,                0.00307,                0.00307,                0.00307
                     72,                0.92734,                0.39661,                 1.0813,                0.94783,                0.94393,                0.97434,                0.63047,                 1.3002,                0.48629,                 1.3854,               0.002971,               0.002971,               0.002971
                     73,                0.91874,                0.39813,                 1.0779,                0.94541,                0.94469,                0.97585,                0.62813,                 1.3172,                0.48559,                 1.3984,               0.002872,               0.002872,               0.002872
                     74,                0.91301,                0.38943,                 1.0772,                0.94946,                0.93039,                0.96898,                0.62394,                 1.3345,                0.49971,                 1.4168,               0.002773,               0.002773,               0.002773
                     75,                0.91158,                0.38978,                 1.0712,                0.94846,                0.93887,                 0.9768,                0.63285,                 1.3196,                0.48945,                 1.4016,               0.002674,               0.002674,               0.002674
                     76,                0.89824,                0.38873,                 1.0698,                0.94518,                0.93629,                0.97304,                0.63155,                 1.3279,                0.50346,                 1.4084,               0.002575,               0.002575,               0.002575
                     77,                0.89206,                0.38403,                 1.0607,                0.94818,                0.93017,                0.97409,                0.62812,                 1.3353,                0.49758,                 1.4177,               0.002476,               0.002476,               0.002476
                     78,                0.88684,                0.37893,                 1.0592,                0.93963,                0.93496,                0.97244,                0.62938,                 1.3237,                0.49424,                 1.4047,               0.002377,               0.002377,               0.002377
                     79,                0.88072,                0.37861,                 1.0539,                0.95732,                0.91971,                0.97329,                0.63524,                  1.311,                0.48466,                  1.402,               0.002278,               0.002278,               0.002278
                     80,                0.87497,                0.37468,                 1.0522,                0.93199,                0.94515,                0.96903,                 0.6277,                 1.3237,                0.49783,                 1.4083,               0.002179,               0.002179,               0.002179
                     81,                0.86547,                0.37473,                 1.0485,                0.94996,                0.93676,                0.97338,                0.63489,                 1.3175,                0.48184,                 1.4103,                0.00208,                0.00208,                0.00208
                     82,                0.85925,                0.36997,                 1.0525,                0.92512,                0.94495,                0.97005,                0.63222,                 1.3234,                0.48656,                 1.4141,               0.001981,               0.001981,               0.001981
                     83,                0.86203,                0.37145,                  1.051,                0.94474,                0.94123,                0.96823,                0.62946,                 1.3265,                0.48877,                 1.4186,               0.001882,               0.001882,               0.001882
                     84,                0.85309,                0.36389,                 1.0457,                0.95037,                0.93135,                0.97215,                 0.6291,                 1.3251,                0.48458,                 1.4168,               0.001783,               0.001783,               0.001783
                     85,                0.84055,                 0.3626,                 1.0387,                0.94526,                0.93876,                0.97326,                0.62631,                 1.3234,                0.48271,                 1.4196,               0.001684,               0.001684,               0.001684
                     86,                0.84417,                0.36627,                  1.043,                0.94759,                0.94115,                0.97452,                0.63136,                 1.3227,                0.48781,                 1.4197,               0.001585,               0.001585,               0.001585
                     87,                0.83777,                0.36367,                 1.0389,                0.95626,                0.93042,                 0.9764,                0.63296,                 1.3129,                0.47721,                 1.4192,               0.001486,               0.001486,               0.001486
                     88,                0.82855,                0.35292,                 1.0292,                0.94613,                0.94077,                0.97375,                0.63413,                 1.3185,                 0.4834,                 1.4183,               0.001387,               0.001387,               0.001387
                     89,                0.82808,                0.35587,                 1.0352,                0.95457,                 0.9328,                0.97128,                0.62894,                 1.3304,                0.49222,                 1.4387,               0.001288,               0.001288,               0.001288
                     90,                0.82505,                0.35498,                 1.0327,                0.95309,                0.93358,                0.97039,                0.62591,                 1.3266,                0.49357,                 1.4272,               0.001189,               0.001189,               0.001189
                     91,                0.81097,                0.35179,                 1.0214,                0.95777,                 0.9327,                 0.9715,                0.62975,                 1.3336,                0.49221,                 1.4402,                0.00109,                0.00109,                0.00109
                     92,                  0.825,                0.35285,                 1.0303,                0.95635,                0.93918,                 0.9736,                0.63441,                 1.3222,                0.48485,                 1.4245,               0.000991,               0.000991,               0.000991
                     93,                0.80751,                0.35235,                  1.021,                0.95187,                0.92866,                0.96907,                0.63148,                 1.3272,                0.48983,                 1.4328,               0.000892,               0.000892,               0.000892
                     94,                0.80377,                0.34988,                 1.0199,                 0.9521,                0.93713,                0.97093,                0.63062,                 1.3258,                0.48804,                 1.4359,               0.000793,               0.000793,               0.000793
                     95,                 0.8024,                0.34494,                 1.0205,                0.95145,                0.93998,                0.96903,                 0.6309,                 1.3303,                0.49157,                 1.4326,               0.000694,               0.000694,               0.000694
                     96,                0.79672,                0.34299,                 1.0124,                 0.9576,                0.93108,                0.97152,                0.63431,                 1.3245,                0.48282,                 1.4358,               0.000595,               0.000595,               0.000595
                     97,                0.79055,                0.34092,                 1.0092,                0.95813,                0.93204,                 0.9717,                0.62996,                  1.334,                0.48672,                 1.4491,               0.000496,               0.000496,               0.000496
                     98,                0.78375,                0.34208,                 1.0076,                0.94964,                 0.9368,                0.97215,                0.63043,                 1.3302,                0.49039,                 1.4447,               0.000397,               0.000397,               0.000397
                     99,                0.78227,                0.33837,                 1.0141,                0.95558,                0.93319,                0.97096,                0.63223,                 1.3268,                0.48572,                 1.4434,               0.000298,               0.000298,               0.000298
